SELECT date, ordering, pref_label::varchar(20),
       birthyear, extract(year from date) - birthyear AS age
FROM registers
JOIN register_plays ON (register_id = registers.id)
JOIN play_person USING (play_id)
JOIN person ON (person_id = person.id)
ORDER BY date
    date    | ordering |      pref_label      | birthyear | age 
 1694-05-23 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-05-23 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-05-24 |        1 | Hauteroche (Noël Leb |           |    
 1694-05-25 |        1 | Jean Racine          |      1639 |  55
 1694-05-25 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-05-26 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-05-26 |        1 | Jean Racine          |      1639 |  55
 1694-05-28 |        2 | Palaprat (Jean de)   |           |    
 1694-05-28 |        1 | Jean Racine          |      1639 |  55
 1694-05-29 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-05-29 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-05-31 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-05-31 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-06-01 |        1 | Michel Boyron        |           |    
 1694-06-02 |        1 | Jean Racine          |      1639 |  55
 1694-06-02 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-06-03 |        2 | Anonyme              |           |    
 1694-06-03 |        1 | Jean Racine          |      1639 |  55
 1694-06-04 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-06-04 |        1 | Michel Boyron        |           |    
 1694-06-05 |        2 | Anonyme              |           |    
 1694-06-05 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-06-06 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-06-06 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-06-07 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-06-08 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-06-08 |        1 | Rotrou (Jean de)     |      1609 |  85
 1694-06-09 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-06-09 |        2 | La Tuillerie (Jean-F |           |    
 1694-06-11 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-06-11 |        1 | Jean Racine          |      1639 |  55
 1694-06-12 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-06-13 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-06-13 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-06-14 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-06-15 |        1 | Campistron (Jean Gal |      1656 |  38
 1694-06-15 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-06-16 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-06-16 |        1 | Brueys (David-August |      1640 |  54
 1694-06-17 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-06-17 |        1 | La Chapelle (Jean de |      1651 |  43
 1694-06-18 |        2 | Florent Carton dit D |      1661 |  33
 1694-06-18 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-06-19 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-06-19 |        1 | Campistron (Jean Gal |      1656 |  38
 1694-06-20 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-06-20 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-06-21 |        2 | Desmarres            |           |    
 1694-06-21 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-06-22 |        1 | Montfleury           |      1639 |  55
 1694-06-22 |        2 | Florent Carton dit D |      1661 |  33
 1694-06-23 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-06-23 |        1 | Jean Racine          |      1639 |  55
 1694-06-24 |        2 | Palaprat (Jean de)   |           |    
 1694-06-24 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-06-25 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-06-25 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-06-26 |        1 | Montfleury           |      1639 |  55
 1694-06-27 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-06-27 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-06-28 |        1 | Jean Racine          |      1639 |  55
 1694-06-28 |        2 | La Fontaine (Jean de |      1621 |  73
 1694-06-29 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-06-29 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-06-30 |        1 | Genest (Charles-Clau |      1639 |  55
 1694-06-30 |        2 | Florent Carton dit D |      1661 |  33
 1694-07-01 |        2 | Hauteroche (Noël Leb |           |    
 1694-07-01 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-07-02 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-07-02 |        1 | Péchantrés (Nicolas  |           |    
 1694-07-03 |        1 | Jean Racine          |      1639 |  55
 1694-07-03 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-04 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-07-04 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-05 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-05 |        1 | Campistron (Jean Gal |      1656 |  38
 1694-07-06 |        1 | Hauteroche (Noël Leb |           |    
 1694-07-07 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-07 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-07-08 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-07-08 |        1 | Florent Carton dit D |      1661 |  33
 1694-07-09 |        1 | Pradon (Nicolas)     |      1632 |  62
 1694-07-09 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-10 |        2 | Palaprat (Jean de)   |           |    
 1694-07-10 |        1 | Jean Racine          |      1639 |  55
 1694-07-11 |        1 | Quinault (Philippe)  |      1635 |  59
 1694-07-11 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-12 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-12 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-07-13 |        1 | Michel Boyron        |           |    
 1694-07-14 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-07-14 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-15 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-07-16 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-16 |        1 | Campistron (Jean Gal |      1656 |  38
 1694-07-17 |        1 | Michel Boyron        |           |    
 1694-07-18 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-07-18 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-19 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-07-19 |        1 | arrangée et versifié |           |    
 1694-07-20 |        1 | Jean Racine          |      1639 |  55
 1694-07-20 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-21 |        1 | Boursault (Edme)     |      1638 |  56
 1694-07-21 |        2 | Hauteroche (Noël Leb |           |    
 1694-07-22 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-22 |        1 | Jean Racine          |      1639 |  55
 1694-07-23 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-07-23 |        2 | Florent Carton dit D |      1661 |  33
 1694-07-24 |        1 | Rotrou (Jean de)     |      1609 |  85
 1694-07-24 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-25 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-07-25 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-26 |        1 | Jean Racine          |      1639 |  55
 1694-07-26 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-07-27 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-07-27 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-28 |        2 | La Tuillerie (Jean-F |           |    
 1694-07-28 |        1 | Campistron (Jean Gal |      1656 |  38
 1694-07-29 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-29 |        1 | Boursault (Edme)     |      1638 |  56
 1694-07-30 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-07-30 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-07-31 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-07-31 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-08-01 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-08-01 |        2 | Palaprat (Jean de)   |           |    
 1694-08-02 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-08-02 |        2 | Rousseau (Jean-Bapti |      1670 |  24
 1694-08-03 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-08-03 |        2 | Hauteroche (Noël Leb |           |    
 1694-08-04 |        2 | Rousseau (Jean-Bapti |      1670 |  24
 1694-08-04 |        1 | Péchantrés (Nicolas  |           |    
 1694-08-05 |        1 | Michel Boyron        |           |    
 1694-08-05 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-08-06 |        1 | Genest (Charles-Clau |      1639 |  55
 1694-08-06 |        2 | Rousseau (Jean-Bapti |      1670 |  24
 1694-08-07 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-08-07 |        1 | Brueys (David-August |      1640 |  54
 1694-08-08 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-08-08 |        2 | Rousseau (Jean-Bapti |      1670 |  24
 1694-08-09 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-08-09 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-08-10 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-08-10 |        2 | Rousseau (Jean-Bapti |      1670 |  24
 1694-08-11 |        2 | La Fontaine (Jean de |      1621 |  73
 1694-08-11 |        1 | Scarron (Paul)       |      1610 |  84
 1694-08-12 |        1 | Pradon (Nicolas)     |      1632 |  62
 1694-08-12 |        2 | Rousseau (Jean-Bapti |      1670 |  24
 1694-08-13 |        1 | Scarron (Paul)       |      1610 |  84
 1694-08-13 |        2 | Poisson (Raymond)    |      1630 |  64
 1694-08-14 |        2 | Rousseau (Jean-Bapti |      1670 |  24
 1694-08-14 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-08-16 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-08-16 |        2 | Rousseau (Jean-Bapti |      1670 |  24
 1694-08-17 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-08-17 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-08-18 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-08-18 |        2 | Rousseau (Jean-Bapti |      1670 |  24
 1694-08-19 |        1 | Jean Racine          |      1639 |  55
 1694-08-19 |        2 | Boursault (Edme)     |      1638 |  56
 1694-08-20 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-08-20 |        2 | Boursault (Edme)     |      1638 |  56
 1694-08-21 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-08-21 |        2 | Rousseau (Jean-Bapti |      1670 |  24
 1694-08-22 |        1 | Rotrou (Jean de)     |      1609 |  85
 1694-08-22 |        2 | Boursault (Edme)     |      1638 |  56
 1694-08-23 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-08-24 |        1 | Jean Racine          |      1639 |  55
 1694-08-24 |        2 | Boursault (Edme)     |      1638 |  56
 1694-08-25 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-08-26 |        1 | Campistron (Jean Gal |      1656 |  38
 1694-08-26 |        2 | Boursault (Edme)     |      1638 |  56
 1694-08-27 |        2 | Hauteroche (Noël Leb |           |    
 1694-08-27 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-08-28 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-08-28 |        2 | Boursault (Edme)     |      1638 |  56
 1694-08-29 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-08-29 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-08-30 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-08-30 |        2 | Boursault (Edme)     |      1638 |  56
 1694-08-31 |        1 | Corneille (Thomas)   |      1625 |  69
 1694-08-31 |        2 | Rousseau (Jean-Bapti |      1670 |  24
 1694-09-01 |        2 | Boursault (Edme)     |      1638 |  56
 1694-09-01 |        1 | Jean Racine          |      1639 |  55
 1694-09-02 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-09-02 |        1 | Boursault (Edme)     |      1638 |  56
 1694-09-03 |        2 | Boursault (Edme)     |      1638 |  56
 1694-09-03 |        1 | Péchantrés (Nicolas  |           |    
 1694-09-04 |        2 | Desmarres            |           |    
 1694-09-04 |        1 | Brueys (David-August |      1640 |  54
 1694-09-05 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-05 |        2 | Boursault (Edme)     |      1638 |  56
 1694-09-06 |        2 | Regnard (Jean-Franço |      1655 |  39
 1694-09-06 |        1 | Jean Racine          |      1639 |  55
 1694-09-07 |        1 | Michel Boyron        |           |    
 1694-09-07 |        2 | Boursault (Edme)     |      1638 |  56
 1694-09-09 |        2 | Boursault (Edme)     |      1638 |  56
 1694-09-09 |        1 | Jean Racine          |      1639 |  55
 1694-09-10 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-10 |        1 | arrangée et versifié |           |    
 1694-09-11 |        2 | Boursault (Edme)     |      1638 |  56
 1694-09-11 |        1 | Jean Racine          |      1639 |  55
 1694-09-12 |        2 | Palaprat (Jean de)   |           |    
 1694-09-12 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-13 |        2 | Boursault (Edme)     |      1638 |  56
 1694-09-13 |        1 | Jean Racine          |      1639 |  55
 1694-09-14 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-14 |        1 | Hauteroche (Noël Leb |           |    
 1694-09-15 |        2 | Boursault (Edme)     |      1638 |  56
 1694-09-15 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-16 |        2 | Boursault (Edme)     |      1638 |  56
 1694-09-16 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-21 |        2 | Hauteroche (Noël Leb |           |    
 1694-09-21 |        1 | Jean Racine          |      1639 |  55
 1694-09-22 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-22 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-23 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-23 |        1 | Jean Racine          |      1639 |  55
 1694-09-24 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-24 |        2 | Hauteroche (Noël Leb |           |    
 1694-09-25 |        1 | Jean Racine          |      1639 |  55
 1694-09-25 |        2 | Poisson (Raymond)    |      1630 |  64
 1694-09-26 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-26 |        2 | Jean Racine          |      1639 |  55
 1694-09-27 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-28 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-28 |        1 | Jean Racine          |      1639 |  55
 1694-09-29 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-09-30 |        1 | Rotrou (Jean de)     |      1609 |  85
 1694-09-30 |        2 | Florent Carton dit D |      1661 |  33
 1694-10-01 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-01 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-02 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-10-02 |        2 | Florent Carton dit D |      1661 |  33
 1694-10-03 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-03 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-04 |        1 | Jean Racine          |      1639 |  55
 1694-10-04 |        2 | Florent Carton dit D |      1661 |  33
 1694-10-05 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-05 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-06 |        1 | Jean Racine          |      1639 |  55
 1694-10-06 |        2 | Florent Carton dit D |      1661 |  33
 1694-10-07 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-07 |        2 | Florent Carton dit D |      1661 |  33
 1694-10-08 |        1 | Jean Racine          |      1639 |  55
 1694-10-08 |        2 | Poisson (Raymond)    |      1630 |  64
 1694-10-09 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-09 |        2 | Florent Carton dit D |      1661 |  33
 1694-10-10 |        2 | Florent Carton dit D |      1661 |  33
 1694-10-10 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-11 |        2 | Florent Carton dit D |      1661 |  33
 1694-10-11 |        1 | Montfleury           |      1639 |  55
 1694-10-12 |        2 | Hauteroche (Noël Leb |           |    
 1694-10-12 |        1 | Jean Racine          |      1639 |  55
 1694-10-13 |        2 | Florent Carton dit D |      1661 |  33
 1694-10-13 |        1 | Jean Racine          |      1639 |  55
 1694-10-14 |        1 | Jean Racine          |      1639 |  55
 1694-10-14 |        2 | Anonyme              |           |    
 1694-10-15 |        2 | Florent Carton dit D |      1661 |  33
 1694-10-15 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-16 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-16 |        2 | Anonyme              |           |    
 1694-10-17 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-17 |        2 | Florent Carton dit D |      1661 |  33
 1694-10-18 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-18 |        2 | Florent Carton dit D |      1661 |  33
 1694-10-19 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-19 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-10-20 |        1 | Jean-Baptiste Poquel |      1622 |  72
